protein_id	cluster_90	cluster_95	cluster_975	cluster_98	cluster_99
resfinder@@@aph(3')-IV_1_X03364	L.2329	L.2329.0	L.2329.0.0	L.2329.0.0.0	L.2329.0.0.0.0
resfinder@@@aph(3')-Va_1_K00432	L.2215	L.2215.0	L.2215.0.0	L.2215.0.0.0	L.2215.0.0.0.0
resfinder@@@aph(3')-Vb_1_M22126	L.2282	L.2282.0	L.2282.0.0	L.2282.0.0.1	L.2282.0.0.1.0
resfinder@@@aph(3')-Vc_1_S81599	L.2301	L.2301.0	L.2301.0.0	L.2301.0.0.0	L.2301.0.0.0.0
resfinder@@@aph(3')-VIa_1_X07753	L.2369	L.2369.0	L.2369.0.0	L.2369.0.0.0	L.2369.0.0.0.2
resfinder@@@aph(3')-VIb_1_AJ627643	L.2369	L.2369.1	L.2369.1.0	L.2369.1.0.0	L.2369.1.0.0.0
resfinder@@@aph(3')-VIIa_1_M29953	L.2451	L.2451.0	L.2451.0.0	L.2451.0.0.0	L.2451.0.0.0.0
resfinder@@@aph(3')-VIII_1_ATGI01000028	L.2370	L.2370.0	L.2370.0.0	L.2370.0.0.0	L.2370.0.0.0.0
resfinder@@@aph(3')-XV_1_Y18050	L.2229	L.2229.0	L.2229.0.0	L.2229.0.0.0	L.2229.0.0.0.0
resfinder@@@aph(3'')-Ia_1_X53527	L.2153	L.2153.0	L.2153.0.0	L.2153.0.0.0	L.2153.0.0.0.1
resfinder@@@aph(4)-Ia_1_V01499	L.1404	L.1404.0	L.1404.0.0	L.1404.0.0.0	L.1404.0.0.0.0
resfinder@@@aph(6)-Ia_1_AY971801	L.1582	L.1582.0	L.1582.0.0	L.1582.0.0.0	L.1582.0.0.0.0
resfinder@@@aph(6)-Ib_1_X05648	L.1595	L.1595.0	L.1595.0.0	L.1595.0.0.0	L.1595.0.0.0.0
resfinder@@@aph(6)-Ic_1_X01702	L.2025	L.2025.0	L.2025.0.0	L.2025.0.0.0	L.2025.0.0.0.0
resfinder@@@aph(9)-Ia_1_U94857	L.1435	L.1435.0	L.1435.0.0	L.1435.0.0.0	L.1435.0.0.0.0
resfinder@@@aph(9)-Ib_1_U70376	L.1439	L.1439.0	L.1439.0.0	L.1439.0.0.0	L.1439.0.0.0.0
resfinder@@@rmtB2_1_JN968578	L.2421	L.2421.0	L.2421.0.0	L.2421.0.0.1	L.2421.0.0.1.0
resfinder@@@rmtF_1_JQ808129	L.2371	L.2371.0	L.2371.0.0	L.2371.0.0.0	L.2371.0.0.0.0
resfinder@@@rmtG_1_JX486113	L.2302	L.2302.0	L.2302.0.0	L.2302.0.0.0	L.2302.0.0.0.0
resfinder@@@rmtH_1_KC544262	L.2432	L.2432.0	L.2432.0.0	L.2432.0.0.0	L.2432.0.0.0.0
resfinder@@@armA_1_AY220558	L.2391	L.2391.0	L.2391.0.0	L.2391.0.0.0	L.2391.0.0.0.0
resfinder@@@npmA_1_AB261016	L.2677	L.2677.0	L.2677.0.0	L.2677.0.0.0	L.2677.0.0.0.0
resfinder@@@rmtA_1_AB120321	L.2443	L.2443.0	L.2443.0.0	L.2443.0.0.0	L.2443.0.0.0.0
resfinder@@@rmtB_1_AB103506	L.2421	L.2421.0	L.2421.0.0	L.2421.0.0.0	L.2421.0.0.0.0
resfinder@@@rmtC_1_AB194779	L.2009	L.2009.0	L.2009.0.0	L.2009.0.0.0	L.2009.0.0.0.0
resfinder@@@rmtD_1_DQ914960	L.2487	L.2487.0	L.2487.0.0	L.2487.0.0.0	L.2487.0.0.0.0
resfinder@@@rmtD2_1_HQ401565	L.2487	L.2487.0	L.2487.0.1	L.2487.0.1.0	L.2487.0.1.0.0
resfinder@@@rmtE_1_GU201947	L.2154	L.2154.0	L.2154.0.0	L.2154.0.0.0	L.2154.0.0.0.0
resfinder@@@ant(9)-Ia_1_X02588	L.2359	L.2359.0	L.2359.0.0	L.2359.0.0.0	L.2359.0.0.0.0
resfinder@@@aac(6')-Ib-cr_1_DQ303918	L.2337	L.2337.0	L.2337.0.2	L.2337.0.2.0	L.2337.0.2.0.0
resfinder@@@aac(6')-Ib-cr_2_EF636461	L.739	L.739.0	L.739.0.8	L.739.0.8.0	L.739.0.8.0.0
resfinder@@@aph(3'')-Ib_2_AF024602	L.2112	L.2112.0	L.2112.0.0	L.2112.0.0.0	L.2112.0.0.0.0
resfinder@@@aph(3'')-Ib_5_AF321551	L.2112	L.2112.0	L.2112.0.0	L.2112.0.0.0	L.2112.0.0.0.0
resfinder@@@aph(6)-Id_2_AF024602	L.1630	L.1630.0	L.1630.0.1	L.1630.0.1.0	L.1630.0.1.0.0
resfinder@@@str_1_X92946	L.1995	L.1995.0	L.1995.0.0	L.1995.0.0.0	L.1995.0.0.0.0
resfinder@@@str_2_FN435330	L.1995	L.1995.0	L.1995.0.0	L.1995.0.0.0	L.1995.0.0.0.1
resfinder@@@str_3_AM932524	L.2658	L.2658.0	L.2658.0.0	L.2658.0.0.0	L.2658.0.0.0.0
resfinder@@@aac(3)-IIIb_2_LLLC01000048	L.2155	L.2155.0	L.2155.0.0	L.2155.0.0.0	L.2155.0.0.0.0
resfinder@@@aac(3)-IIa_2_AY138987	L.1684	L.1684.0	L.1684.0.0	L.1684.0.0.0	L.1684.0.0.0.0
resfinder@@@aac(3)-IIa_3_X13543	L.1684	L.1684.0	L.1684.0.3	L.1684.0.3.0	L.1684.0.3.0.0
resfinder@@@aac(3)-IIa_4_L22613	L.1684	L.1684.0	L.1684.0.2	L.1684.0.2.0	L.1684.0.2.0.0
resfinder@@@aac(3)-IIa_5_FJ012882	L.1684	L.1684.0	L.1684.0.0	L.1684.0.0.0	L.1684.0.0.0.0
resfinder@@@aac(3)-IV_1_DQ241380	L.2253	L.2253.0	L.2253.0.0	L.2253.0.0.0	L.2253.0.0.0.0
resfinder@@@aac(3)-VIa_2_NC_009838	L.1696	L.1696.0	L.1696.0.0	L.1696.0.0.0	L.1696.0.0.0.0
resfinder@@@aph(3')-Ib_2_AJ744860	L.2192	L.2192.1	L.2192.1.0	L.2192.1.0.0	L.2192.1.0.0.0
resfinder@@@ant(9)-Ia_2_M69221	L.2412	L.2412.0	L.2412.0.0	L.2412.0.0.0	L.2412.0.0.0.0
resfinder@@@aadA24_1_DQ677333	L.1422	L.1422.0	L.1422.0.3	L.1422.0.3.0	L.1422.0.3.0.0
resfinder@@@aadA8b_1_AY139603	L.1419	L.1419.0	L.1419.0.3	L.1419.0.3.0	L.1419.0.3.0.1
resfinder@@@aadA2b_1_D43625	L.1419	L.1419.0	L.1419.0.2	L.1419.0.2.0	L.1419.0.2.0.0
resfinder@@@aac(6')-Ii_1_L12710	L.2941	L.2941.0	L.2941.0.0	L.2941.0.0.0	L.2941.0.0.0.0
resfinder@@@aac(3)-XI_1_CTEG01000046	L.3197	L.3197.0	L.3197.0.0	L.3197.0.0.0	L.3197.0.0.0.0
resfinder@@@aac(3)-VIII_1_AB211959	L.1899	L.1899.0	L.1899.0.0	L.1899.0.0.0	L.1899.0.0.0.0
resfinder@@@aac(3)-VIII_2_AJ843080	L.1899	L.1899.0	L.1899.0.0	L.1899.0.0.0	L.1899.0.0.0.1
resfinder@@@aac(3)-VIII_3_AJ748131	L.1913	L.1913.0	L.1913.0.0	L.1913.0.0.0	L.1913.0.0.0.0
resfinder@@@kmr_1_ENA_ACB88605	L.2649	L.2649.0	L.2649.0.0	L.2649.0.0.0	L.2649.0.0.0.0
resfinder@@@aac(6')Ib-cr_3_EF210035	L.739	L.739.0	L.739.0.0	L.739.0.0.0	L.739.0.0.0.1
resfinder@@@grdA_1_QJX10702	L.3022	L.3022.0	L.3022.0.0	L.3022.0.0.0	L.3022.0.0.0.0
resfinder@@@aac(3)-IIa_6_CP023555	L.1684	L.1684.0	L.1684.0.0	L.1684.0.0.0	L.1684.0.0.0.0
resfinder@@@Gar_1_NG_070891	L.3027	L.3027.0	L.3027.0.0	L.3027.0.0.0	L.3027.0.0.0.0
resfinder@@@blaNDM-19_1_MF370080	L.2103	L.2103.0	L.2103.0.0	L.2103.0.0.0	L.2103.0.0.0.1
resfinder@@@blaNDM-20_1_KY654092	L.2103	L.2103.0	L.2103.0.0	L.2103.0.0.0	L.2103.0.0.0.2
resfinder@@@blaNDM-21_1_MG183694	L.2103	L.2103.0	L.2103.0.0	L.2103.0.0.0	L.2103.0.0.0.2
resfinder@@@blaOXA-368_1_KT736121	L.2093	L.2093.0	L.2093.0.0	L.2093.0.0.0	L.2093.0.0.0.2
resfinder@@@blaOXA-336_1_KF048907	L.1971	L.1971.0	L.1971.0.5	L.1971.0.5.0	L.1971.0.5.0.1
resfinder@@@blaOXA-337_1_KF048908	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.1	L.1971.0.1.1.1
resfinder@@@blaOXA-338_1_KF048909	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.2
resfinder@@@blaOXA-339_1_KF048911	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.1	L.1971.0.1.1.0
resfinder@@@blaOXA-340_1_KF048912	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.1	L.1971.0.2.1.0
resfinder@@@blaOXA-341_1_KF048913	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.2	L.1971.0.4.2.0
resfinder@@@blaOXA-342_1_KF048915	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.0	L.1971.0.4.0.2
resfinder@@@blaOXA-343_1_KF048916	L.1971	L.1971.0	L.1971.0.5	L.1971.0.5.1	L.1971.0.5.1.0
resfinder@@@blaOXA-344_1_KF048917	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.0	L.1971.0.4.0.0
resfinder@@@blaOXA-345_1_KF048918	L.1971	L.1971.0	L.1971.0.5	L.1971.0.5.0	L.1971.0.5.0.2
resfinder@@@blaOXA-346_1_KF048919	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.4	L.1971.0.1.4.1
resfinder@@@blaOXA-347_1_ACWG01000053	L.2127	L.2127.0	L.2127.0.0	L.2127.0.0.0	L.2127.0.0.0.0
resfinder@@@blaOXA-361_1_KF460531	L.2034	L.2034.3	L.2034.3.0	L.2034.3.0.0	L.2034.3.0.0.0
resfinder@@@blaOXA-362_1_KF460532	L.2034	L.2034.1	L.2034.1.1	L.2034.1.1.0	L.2034.1.1.0.0
resfinder@@@blaOXA-363_1_KF460533	L.2034	L.2034.4	L.2034.4.0	L.2034.4.0.0	L.2034.4.0.0.0
resfinder@@@blaOXA-364_1_JX306689	L.2101	L.2101.0	L.2101.0.0	L.2101.0.0.0	L.2101.0.0.0.0
resfinder@@@blaOXA-365_1_KF885217	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.3
resfinder@@@blaOXA-366_1_KP050485	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-370_1_KJ488943	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.0
resfinder@@@blaOXA-373_1_HG931732	L.2110	L.2110.0	L.2110.0.1	L.2110.0.1.0	L.2110.0.1.0.0
resfinder@@@blaOXA-374_1_KF986255	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.2
resfinder@@@blaOXA-375_1_KF986256	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.0	L.1971.0.2.0.3
resfinder@@@blaOXA-376_1_KF986257	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.0
resfinder@@@blaOXA-377_1_KF986258	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.0
resfinder@@@blaOXA-378_1_KF986259	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.0
resfinder@@@blaOXA-379_1_KF986260	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.2	L.1971.0.0.2.0
resfinder@@@blaOXA-380_1_KF986261	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.0	L.1971.0.1.0.0
resfinder@@@blaOXA-381_1_KJ135344	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.0	L.1971.0.4.0.0
resfinder@@@blaOXA-382_1_KJ135345	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.1	L.1971.0.4.1.0
resfinder@@@blaOXA-383_1_KF986262	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.0	L.1971.0.2.0.4
resfinder@@@blaOXA-384_1_KF986263	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.1
resfinder@@@blaOXA-385_1_KF986253	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.0	L.1971.0.2.0.1
resfinder@@@blaOXA-386_1_KF986254	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.0	L.1971.0.2.0.2
resfinder@@@blaOXA-387_1_KJ173478	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.2	L.1971.0.2.2.0
resfinder@@@blaOXA-388_1_KJ135343	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.0
resfinder@@@blaOXA-389_1_KJ135346	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.1
resfinder@@@blaOXA-390_1_KJ135342	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.1	L.1971.0.1.1.0
resfinder@@@blaOXA-391_1_KJ427797	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.1	L.1971.0.4.1.1
resfinder@@@blaOXA-392_1_AB901044	L.2064	L.2064.0	L.2064.0.0	L.2064.0.0.1	L.2064.0.0.1.0
resfinder@@@blaOXA-395_1_AY306133	L.2322	L.2322.0	L.2322.0.0	L.2322.0.0.0	L.2322.0.0.0.1
resfinder@@@blaOXA-396_1_AY306134	L.2322	L.2322.0	L.2322.0.1	L.2322.0.1.0	L.2322.0.1.0.0
resfinder@@@blaOXA-397_1_KM087865	L.1643	L.1643.0	L.1643.0.0	L.1643.0.0.0	L.1643.0.0.0.0
resfinder@@@blaOXA-398_1_KM087842	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-400_1_KJ780078	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.4
resfinder@@@blaOXA-401_1_KJ780076	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.0	L.1971.0.2.0.1
resfinder@@@blaOXA-402_1_JX865391	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.1	L.1971.0.4.1.2
resfinder@@@blaOXA-403_1_KJ920337	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.4	L.1971.0.1.4.0
resfinder@@@blaOXA-404_1_KJ920338	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.5
resfinder@@@blaOXA-405_1_KM589641	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.10
resfinder@@@blaOXA-406_1_KJ584915	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.0	L.1971.0.4.0.3
resfinder@@@blaOXA-407_1_KJ584916	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.6
resfinder@@@blaOXA-408_1_KJ584917	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.1
resfinder@@@blaOXA-409_1_KJ584918	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.1	L.1971.0.2.1.0
resfinder@@@blaOXA-410_1_KJ584919	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.2
resfinder@@@blaOXA-411_1_KJ584920	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.0
resfinder@@@blaOXA-412_1_KJ584921	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.1	L.1971.0.4.1.3
resfinder@@@blaOXA-413_1_KJ584922	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.0
resfinder@@@blaOXA-414_1_KJ584914	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.2
resfinder@@@blaOXA-415_1_KJ865754	L.1729	L.1729.0	L.1729.0.0	L.1729.0.0.0	L.1729.0.0.0.0
resfinder@@@blaOXA-416_1_KP264119	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.1
resfinder@@@blaOXA-417_1_KM220587	L.2156	L.2156.0	L.2156.0.0	L.2156.0.0.0	L.2156.0.0.0.0
resfinder@@@blaOXA-418_1_KJ997966	L.1590	L.1590.0	L.1590.0.0	L.1590.0.0.0	L.1590.0.0.0.2
resfinder@@@blaOXA-420_1_AB983359	L.1643	L.1643.0	L.1643.0.0	L.1643.0.0.0	L.1643.0.0.0.0
resfinder@@@blaOXA-421_1_KM401566	L.2156	L.2156.1	L.2156.1.0	L.2156.1.0.0	L.2156.1.0.0.0
resfinder@@@blaOXA-422_1_KM433671	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-423_1_KM433672	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-424_1_KM588352	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.3
resfinder@@@blaOXA-425_1_KM588353	L.1971	L.1971.0	L.1971.0.5	L.1971.0.5.2	L.1971.0.5.2.0
resfinder@@@blaOXA-426_1_KM588354	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.3	L.1971.0.2.3.0
resfinder@@@blaOXA-429_1_KM979376	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.0	L.1971.0.4.0.4
resfinder@@@blaOXA-430_1_KM979377	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.4	L.1971.0.1.4.0
resfinder@@@blaOXA-431_1_KM979378	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.2
resfinder@@@blaOXA-432_1_KM979379	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.1	L.1971.0.1.1.0
resfinder@@@blaOXA-433_1_KM979380	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.1	L.1971.0.1.1.0
resfinder@@@blaOXA-435_1_KP144324	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-436_1_KT959105	L.2283	L.2283.1	L.2283.1.0	L.2283.1.0.0	L.2283.1.0.0.0
resfinder@@@blaOXA-437_1_KP410856	L.2041	L.2041.0	L.2041.0.0	L.2041.0.0.0	L.2041.0.0.0.1
resfinder@@@blaOXA-438_1_KP410734	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.10
resfinder@@@blaOXA-439_1_KP727573	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.10
resfinder@@@blaOXA-440_1_KP727574	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-441_1_JX865394	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.3	L.1971.0.2.3.1
resfinder@@@blaOXA-442_1_KP844571	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.3	L.1971.0.2.3.0
resfinder@@@blaOXA-443_1_LC030178	L.2079	L.2079.0	L.2079.0.0	L.2079.0.0.0	L.2079.0.0.0.0
resfinder@@@blaOXA-444_1_CP010800	L.2194	L.2194.0	L.2194.0.0	L.2194.0.0.0	L.2194.0.0.0.0
resfinder@@@blaOXA-450_1_KR061502	L.2114	L.2114.0	L.2114.0.0	L.2114.0.0.0	L.2114.0.0.0.1
resfinder@@@blaOXA-451_1_KR061504	L.2114	L.2114.0	L.2114.0.0	L.2114.0.0.0	L.2114.0.0.0.1
resfinder@@@blaOXA-452_1_KR061505	L.2114	L.2114.0	L.2114.0.0	L.2114.0.0.0	L.2114.0.0.0.1
resfinder@@@blaOXA-453_1_KR061507	L.2114	L.2114.0	L.2114.0.0	L.2114.0.0.0	L.2114.0.0.0.1
resfinder@@@blaOXA-454_1_LC037981	L.2093	L.2093.0	L.2093.0.0	L.2093.0.0.0	L.2093.0.0.0.0
resfinder@@@blaOXA-455_1_KP903885	L.2080	L.2080.0	L.2080.0.0	L.2080.0.0.0	L.2080.0.0.0.0
resfinder@@@blaOXA-457_1_KP903887	L.2081	L.2081.0	L.2081.0.0	L.2081.0.0.0	L.2081.0.0.0.0
resfinder@@@blaOXA-458_1_KP903888	L.2081	L.2081.0	L.2081.0.1	L.2081.0.1.0	L.2081.0.1.0.0
resfinder@@@blaOXA-459_1_KP903889	L.2081	L.2081.1	L.2081.1.0	L.2081.1.0.0	L.2081.1.0.0.0
resfinder@@@blaOXA-460_1_KR061508	L.2114	L.2114.1	L.2114.1.0	L.2114.1.0.0	L.2114.1.0.0.0
resfinder@@@blaOXA-461_1_KR061509	L.2114	L.2114.1	L.2114.1.0	L.2114.1.0.1	L.2114.1.0.1.1
resfinder@@@blaOXA-464_1_KU721146	L.2425	L.2425.0	L.2425.0.0	L.2425.0.0.0	L.2425.0.0.0.0
resfinder@@@blaOXA-470_1_KR182163	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.0
resfinder@@@blaOXA-471_1_EU086833	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.1
resfinder@@@blaOXA-472_1_KR182165	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.5
resfinder@@@blaOXA-473_1_KR182166	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.1
resfinder@@@blaOXA-474_1_KR182167	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.2
resfinder@@@blaOXA-475_1_KR182168	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.3
resfinder@@@blaOXA-476_1_KR182169	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.3
resfinder@@@blaOXA-477_1_KR182170	L.2217	L.2217.0	L.2217.0.1	L.2217.0.1.0	L.2217.0.1.0.0
resfinder@@@blaOXA-478_1_KR182171	L.2217	L.2217.0	L.2217.0.2	L.2217.0.2.0	L.2217.0.2.0.0
resfinder@@@blaOXA-479_1_KR182172	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.0
resfinder@@@blaOXA-480_1_KR872296	L.1971	L.1971.0	L.1971.0.5	L.1971.0.5.2	L.1971.0.5.2.1
resfinder@@@blaOXA-482_1_KP264124	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-483_1_KP264125	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
resfinder@@@blaOXA-484_1_KR401105	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.1	L.2283.0.0.1.0
resfinder@@@blaOXA-485_1_LLNM01000004	L.2322	L.2322.0	L.2322.0.0	L.2322.0.0.1	L.2322.0.0.1.0
resfinder@@@blaOXA-486_1_AY597426	L.2322	L.2322.0	L.2322.0.1	L.2322.0.1.0	L.2322.0.1.0.1
resfinder@@@blaOXA-488_1_CP017969	L.2322	L.2322.0	L.2322.0.0	L.2322.0.0.1	L.2322.0.0.1.1
resfinder@@@blaOXA-489_1_CP013733	L.2114	L.2114.0	L.2114.0.0	L.2114.0.0.0	L.2114.0.0.0.1
resfinder@@@blaOXA-490_1_KU721147	L.2425	L.2425.0	L.2425.0.0	L.2425.0.0.0	L.2425.0.0.0.0
resfinder@@@blaOXA-491_1_KU721148	L.2425	L.2425.0	L.2425.0.0	L.2425.0.0.0	L.2425.0.0.0.0
resfinder@@@blaOXA-493_1_KU739135	L.2475	L.2475.0	L.2475.0.0	L.2475.0.0.0	L.2475.0.0.0.0
resfinder@@@blaOXA-494_1_AY597430	L.2322	L.2322.0	L.2322.0.1	L.2322.0.1.0	L.2322.0.1.0.0
resfinder@@@blaOXA-496_1_KT200608	L.2034	L.2034.0	L.2034.0.0	L.2034.0.0.0	L.2034.0.0.0.0
resfinder@@@blaOXA-497_1_LKJZ01000136	L.1971	L.1971.0	L.1971.0.0	L.1971.0.0.0	L.1971.0.0.0.4
resfinder@@@blaOXA-499_1_KT964029	L.2102	L.2102.0	L.2102.0.0	L.2102.0.0.0	L.2102.0.0.0.0
resfinder@@@blaOXA-500_1_JMNQ01000002	L.2156	L.2156.0	L.2156.0.1	L.2156.0.1.0	L.2156.0.1.0.0
resfinder@@@blaOXA-501_1_KU167110	L.2156	L.2156.0	L.2156.0.1	L.2156.0.1.0	L.2156.0.1.0.1
resfinder@@@blaOXA-502_1_KU167111	L.2156	L.2156.0	L.2156.0.0	L.2156.0.0.0	L.2156.0.0.0.0
resfinder@@@blaOXA-503_1_KU167109	L.2156	L.2156.0	L.2156.0.0	L.2156.0.0.0	L.2156.0.0.0.0
resfinder@@@blaOXA-505_1_KU531433	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.0
resfinder@@@blaOXA-506_1_KU571454	L.2156	L.2156.0	L.2156.0.0	L.2156.0.0.0	L.2156.0.0.0.0
resfinder@@@blaOXA-507_1_KU551305	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.4	L.1971.0.1.4.0
resfinder@@@blaOXA-508_1_KU596972	L.1971	L.1971.0	L.1971.0.5	L.1971.0.5.2	L.1971.0.5.2.1
resfinder@@@blaOXA-509_1_KU692025	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.2
resfinder@@@blaOXA-510_1_JX865393	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.2
resfinder@@@blaOXA-511_1_KU710720	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.0	L.1971.0.4.0.2
resfinder@@@blaOXA-512_1_KU726870	L.1643	L.1643.0	L.1643.0.0	L.1643.0.0.0	L.1643.0.0.0.1
resfinder@@@blaOXA-513_1_KU323972	L.2080	L.2080.0	L.2080.0.0	L.2080.0.0.1	L.2080.0.0.1.0
resfinder@@@blaOXA-514_1_KU866382	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.1
resfinder@@@blaOXA-515_1_KU866383	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.2
resfinder@@@blaOXA-516_1_KU871391	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.4	L.1971.0.2.4.0
resfinder@@@blaOXA-517_1_KU878974	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.0
resfinder@@@blaOXA-519_1_KX349732	L.2283	L.2283.0	L.2283.0.0	L.2283.0.0.0	L.2283.0.0.0.0
resfinder@@@blaOXA-520_1_KX388630	L.2093	L.2093.0	L.2093.0.0	L.2093.0.0.0	L.2093.0.0.0.0
resfinder@@@blaOXA-521_1_KX462701	L.1971	L.1971.0	L.1971.0.4	L.1971.0.4.3	L.1971.0.4.3.0
resfinder@@@blaOXA-522_1_KX599408	L.2156	L.2156.0	L.2156.0.0	L.2156.0.0.0	L.2156.0.0.0.0
resfinder@@@blaOXA-523_1_KX599401	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.2
resfinder@@@blaOXA-524_1_KX599402	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.3	L.1971.0.1.3.0
