protein_id	cluster_90	cluster_95	cluster_975	cluster_99
abricate-argannot@@@argannot~~~(Bla)blaADC-17~~~NG_048641:1-1152~~~	1058	1544	1992	2824
abricate-argannot@@@argannot~~~(Bla)blaADC-18~~~NG_048642:1-1152~~~	1058	1545	1993	2825
abricate-argannot@@@argannot~~~(Bla)blaADC-19~~~NG_048643:1--1152~~~	1058	1544	1994	2826
abricate-argannot@@@argannot~~~(Bla)blaADC-1~~~NG_048633:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-20~~~NG_048645:1-1152~~~	1058	1373	1995	2828
abricate-argannot@@@argannot~~~(Bla)blaADC-21~~~NG_048646:1-1152~~~	1058	1373	1977	2829
abricate-argannot@@@argannot~~~(Bla)blaADC-22~~~NG_048647:1-1132~~~	1058	1544	1992	2824
abricate-argannot@@@argannot~~~(Bla)blaADC-23~~~NG_048648:1-1152~~~	1058	1545	1993	2830
abricate-argannot@@@argannot~~~(Bla)blaADC-25~~~EF016355:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-2~~~NG_048644:101-1252~~~	1058	1373	1896	2827
abricate-argannot@@@argannot~~~(Bla)blaADC-30~~~JF265068:955-2106~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-56~~~JF265067:955-2106~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-58~~~JQ319653:1-1152~~~	1058	1373	1975	2831
abricate-argannot@@@argannot~~~(Bla)blaADC-59~~~JQ319654:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-60~~~JQ692087:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-61~~~JQ753702:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-62~~~JQ867374:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-67~~~JX169789:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-68~~~KC866352:1-1152~~~	1058	1373	1759	2832
abricate-argannot@@@argannot~~~(Bla)blaADC-73~~~KP881233:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-74~~~KP881234:1-1152~~~	1058	1373	1759	2426
abricate-argannot@@@argannot~~~(Bla)blaADC-75~~~KP881235:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaADC-76~~~KP881236:1-1152~~~	1058	1373	1759	2827
abricate-argannot@@@argannot~~~(Bla)blaADC-77~~~KP881237:54-1205~~~	1058	1373	1934	2827
abricate-argannot@@@argannot~~~(Bla)blaADC-78~~~KP881238:1-1152~~~	1058	1373	1975	2769
abricate-argannot@@@argannot~~~(Bla)blaAER-1~~~U14748:325-1239~~~	1495	1952	2562	3810
abricate-argannot@@@argannot~~~(Bla)blaAIM-1~~~AM998375:1173-2084~~~	1658	2152	2811	4141
abricate-argannot@@@argannot~~~(Bla)blaALG11-1~~~NG_062237:1-888~~~	1770	2292	2970	4377
abricate-argannot@@@argannot~~~(Bla)blaALG6-1~~~NG_062236:1-957~~~	1513	1975	2590	3862
abricate-argannot@@@argannot~~~(Bla)blaAQU-1~~~AB765395:1-1143~~~	1197	1617	2133	3191
abricate-argannot@@@argannot~~~(Bla)blaAQU-2~~~KF730243:1-1143~~~	1197	1617	2134	3192
abricate-argannot@@@argannot~~~(Bla)blaAQU-3~~~KF730244:1-1149~~~	1197	1570	2049	2982
abricate-argannot@@@argannot~~~(Bla)blaARL-1~~~NG_054950:101-949~~~	1997	2584	3358	5263
abricate-argannot@@@argannot~~~(Bla)blaARL-2~~~NG_054948:101-949~~~	1997	2584	3359	5264
abricate-argannot@@@argannot~~~(Bla)blaARL-3~~~NG_054949:101-949~~~	1997	2584	3359	5264
abricate-argannot@@@argannot~~~(Bla)blaARL-4~~~NG_054947:101-949~~~	1997	2584	3359	5264
abricate-argannot@@@argannot~~~(Bla)blaARL-5~~~NG_054951:101-949~~~	1997	2585	3360	5265
abricate-argannot@@@argannot~~~(Bla)blaARL-6~~~NG_054952:101-949~~~	1997	2584	3358	5263
abricate-argannot@@@argannot~~~(Bla)blaAST-1~~~AF279904:160-1092~~~	1558	2025	2654	3940
abricate-argannot@@@argannot~~~(Bla)blaAZECL-25~~~KJ949106:1-1146~~~	1204	1575	2054	2990
abricate-argannot@@@argannot~~~(Bla)blaA~~~CP003048:1-885~~~	1796	2321	3003	4420
abricate-argannot@@@argannot~~~(Bla)blaB-10~~~AY348325:1-747~~~	2467	3175	4200	6632
abricate-argannot@@@argannot~~~(Bla)blaB-11~~~AY348326:1-750~~~	2466	3174	4188	6610
abricate-argannot@@@argannot~~~(Bla)blaB-12~~~EF595958:1-750~~~	2468	3176	4190	6613
abricate-argannot@@@argannot~~~(Bla)blaB-13~~~EF595959:1-750~~~	2468	3176	4190	6613
abricate-argannot@@@argannot~~~(Bla)blaB-14~~~JN635697:973-1719~~~	2466	3183	4199	6629
abricate-argannot@@@argannot~~~(Bla)blaB-1~~~AF189298:1-750~~~	2466	3174	4188	6610
abricate-argannot@@@argannot~~~(Bla)blaB-2~~~AF189300:1-750~~~	2466	3174	4188	6610
abricate-argannot@@@argannot~~~(Bla)blaB-3~~~AF162284:1-750~~~	2468	3176	4190	6613
abricate-argannot@@@argannot~~~(Bla)blaB-4~~~NG_055992:101-730~~~	2755	3541	4617	7197
abricate-argannot@@@argannot~~~(Bla)blaB-5~~~AF189303:1-750~~~	2467	3175	4189	6612
abricate-argannot@@@argannot~~~(Bla)blaB-6~~~AF189302:1-747~~~	2467	3175	4189	6639
abricate-argannot@@@argannot~~~(Bla)blaB-7~~~AF189304:1-747~~~	2467	3175	4200	6643
abricate-argannot@@@argannot~~~(Bla)blaB-8~~~AF189305:1-747~~~	2467	3175	4200	6632
abricate-argannot@@@argannot~~~(Bla)blaB-9~~~AY348324:1-747~~~	2467	3175	4200	6639
abricate-argannot@@@argannot~~~(Bla)blaBAT-1~~~NG_050940:101-907~~~	2233	2891	3827	6086
abricate-argannot@@@argannot~~~(Bla)blaBCL-1~~~EF540343:3313-4236~~~	1598	2087	2741	4059
abricate-argannot@@@argannot~~~(Bla)blaBEL-1~~~GU250439:763-1614~~~	1978	2564	3334	5234
abricate-argannot@@@argannot~~~(Bla)blaBEL-2~~~FJ666063:1-852~~~	1978	2564	3334	5234
abricate-argannot@@@argannot~~~(Bla)blaBEL-3~~~GQ202694:1-852~~~	1978	2564	3334	5234
abricate-argannot@@@argannot~~~(Bla)blaBES-1~~~AF234999:190-1068~~~	1837	2374	3066	4515
abricate-argannot@@@argannot~~~(Bla)blaBIC-1~~~GQ260093:1-885~~~	1789	2311	2991	4404
abricate-argannot@@@argannot~~~(Bla)blaBIL-1~~~X74512:127-1272~~~	962	1228	2085	3047
abricate-argannot@@@argannot~~~(Bla)blaBKC-1~~~KP689347:8603-9544~~~	1536	1999	2618	3893
abricate-argannot@@@argannot~~~(Bla)blaBPU-1~~~NG_050941:101-889~~~	2334	3025	4006	6356
abricate-argannot@@@argannot~~~(Bla)blaBRO-1~~~Z54180:84-1028~~~	1535	1998	2617	3892
abricate-argannot@@@argannot~~~(Bla)blaBRO-2~~~Z54181:63-1007~~~	1535	1998	2617	3892
abricate-argannot@@@argannot~~~(Bla)blaBUT-1~~~NG_056480:101-1252~~~	1048	1356	1736	2833
abricate-argannot@@@argannot~~~(Bla)blaBUT-2~~~NG_056481:101-1252~~~	1048	1356	1736	2339
abricate-argannot@@@argannot~~~(Bla)blaCARB-14~~~NG_048717:101-997~~~	1702	2203	2872	4225
abricate-argannot@@@argannot~~~(Bla)blaCARB-16~~~NG_048718:101-997~~~	1702	2203	2872	4225
abricate-argannot@@@argannot~~~(Bla)blaCARB-17~~~NG_048719:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-18~~~NG_048720:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-19~~~NG_048721:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-22~~~NG_048725:101~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-24~~~NG_048727:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-25~~~NG_048728:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-26~~~NG_048729:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-27~~~NG_048730:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-28~~~NG_048731:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-29~~~NG_048732:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-30~~~NG_048734:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-31~~~NG_048735:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-32~~~NG_048736:1~~~	1549	2014	2670	3953
abricate-argannot@@@argannot~~~(Bla)blaCARB-33~~~NG_048737:1~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-34~~~NG_048738:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-35~~~NG_048739:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-36~~~NG_048740:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-38~~~NG_048741:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-40~~~NG_048743:1~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-41~~~NG_048744:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-42~~~NG_048745:1-852~~~	1982	2568	3338	5238
abricate-argannot@@@argannot~~~(Bla)blaCARB-43~~~NG_048746:1-852~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-44~~~NG_048747:101-952~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCARB-45~~~NG_048748:101-952~~~	1549	2014	2636	3915
abricate-argannot@@@argannot~~~(Bla)blaCAU-1~~~AJ308331:1-870~~~	1865	2411	3121	4669
abricate-argannot@@@argannot~~~(Bla)blaCBP-1~~~NG_048756:1-927~~~	1587	2062	2702	4014
abricate-argannot@@@argannot~~~(Bla)blaCCR-A~~~M63556:91-840~~~	2433	3140	4149	6567
abricate-argannot@@@argannot~~~(Bla)blaCFE-1~~~AB107899:1008-2153~~~	962	1574	2053	3046
abricate-argannot@@@argannot~~~(Bla)blaCGA-1~~~AF339733:437-1315~~~	1840	2377	3070	4521
abricate-argannot@@@argannot~~~(Bla)blaCGB-1~~~EF672680:1-729~~~	2533	3255	4288	6769
abricate-argannot@@@argannot~~~(Bla)blaCIA-1~~~AB639753:1-879~~~	1841	2378	3071	4522
abricate-argannot@@@argannot~~~(Bla)blaCIA-2~~~AB674566:1-879~~~	1841	2378	3071	4523
abricate-argannot@@@argannot~~~(Bla)blaCIA-3~~~AB674567:1-879~~~	1841	2378	3071	4524
abricate-argannot@@@argannot~~~(Bla)blaCIA-4~~~AB674568:1-879~~~	1841	2378	3071	4523
abricate-argannot@@@argannot~~~(Bla)blaCKO-1~~~AF477396:1-903~~~	1698	2199	2868	4221
abricate-argannot@@@argannot~~~(Bla)blaCMA-1~~~NG_062222:101~~~	1264	1674	2215	3335
abricate-argannot@@@argannot~~~(Bla)blaCMA-2~~~NG_062212:101~~~	1264	1674	2215	3336
abricate-argannot@@@argannot~~~(Bla)blaCME-1~~~AJ006275:72-959~~~	1722	2251	2922	4366
abricate-argannot@@@argannot~~~(Bla)blaCMG~~~AY265892:1-1054~~~	1204	1589	2086	3048
abricate-argannot@@@argannot~~~(Bla)blaCMH-1~~~JQ673557:1-1146~~~	1203	1587	2079	3069
abricate-argannot@@@argannot~~~(Bla)blaCMY-104~~~KF150216:1-1146~~~	962	1228	2089	3061
abricate-argannot@@@argannot~~~(Bla)blaCMY-105~~~KJ207205:1040-2145~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-106~~~KM983294:1051-2196~~~	962	1228	1546	3060
abricate-argannot@@@argannot~~~(Bla)blaCMY-108~~~KF564648:1-1146~~~	962	1228	1546	3059
abricate-argannot@@@argannot~~~(Bla)blaCMY-10~~~AF373217:1-1149~~~	853	1095	1413	1886
abricate-argannot@@@argannot~~~(Bla)blaCMY-110~~~AB872957:1-1146~~~	962	1574	1638	3058
abricate-argannot@@@argannot~~~(Bla)blaCMY-111~~~KJ155695:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-112~~~KM087837:1-1146~~~	962	1228	1638	3035
abricate-argannot@@@argannot~~~(Bla)blaCMY-113~~~KM087836:1-1146~~~	962	1228	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-114~~~KM087846:1-1146~~~	962	1228	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-115~~~KM087839:1-1146~~~	962	1228	1638	3057
abricate-argannot@@@argannot~~~(Bla)blaCMY-116~~~KM087840:1-1146~~~	962	1228	1638	3041
abricate-argannot@@@argannot~~~(Bla)blaCMY-117~~~KM087844:1-1146~~~	962	1228	1638	3056
abricate-argannot@@@argannot~~~(Bla)blaCMY-118~~~KM087838:1-1146~~~	962	1228	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-119~~~KM087845:1-1146~~~	962	1228	1546	3055
abricate-argannot@@@argannot~~~(Bla)blaCMY-11~~~AF381626:254-1402~~~	853	1095	1413	1886
abricate-argannot@@@argannot~~~(Bla)blaCMY-12~~~FR716828:847-1992~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-131~~~KP281294:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-132~~~KP862820:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-133~~~KP862819:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-135~~~KP981366:1-1146~~~	962	1574	1638	3043
abricate-argannot@@@argannot~~~(Bla)blaCMY-13~~~AY339625:3641-4786~~~	962	1228	1546	2045
abricate-argannot@@@argannot~~~(Bla)blaCMY-14~~~EU600193:1702-2847~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-15~~~AJ555823:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-16~~~FM995219:3672-4817~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-17~~~AY513266:165-1310~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-18~~~AY743434:47-1198~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-19~~~AB194410:1-1146~~~	853	1095	1369	1836
abricate-argannot@@@argannot~~~(Bla)blaCMY-1~~~X92508:1-1149~~~	853	1095	1413	1886
abricate-argannot@@@argannot~~~(Bla)blaCMY-20~~~AY960293:1-1143~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-21~~~DQ139328:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-22~~~DQ256079:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-23~~~DQ438952:161-1306~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-24~~~EF415650:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-25~~~EU515249:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-26~~~AB300358:1-1146~~~	962	1228	1546	3032
abricate-argannot@@@argannot~~~(Bla)blaCMY-27~~~EU515250:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-28~~~EF561644:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-29~~~EF685371:1-1143~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-2~~~AM779746:1-1149~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-30~~~EF685372:1-1143~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-31~~~EF622224:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-32~~~EU496815:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-33~~~EU496816:1-1140~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-34~~~EF394370:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-35~~~EF394371:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-36~~~EU331426:2375-3520~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-37~~~AB280919:1-1146~~~	962	1228	2083	3033
abricate-argannot@@@argannot~~~(Bla)blaCMY-38~~~AM931008:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-39~~~AB372224:1-1146~~~	962	1228	2088	3066
abricate-argannot@@@argannot~~~(Bla)blaCMY-40~~~EU515251:1-1146~~~	962	1228	2084	3034
abricate-argannot@@@argannot~~~(Bla)blaCMY-41~~~AB429270:15-1160~~~	962	1574	1638	3035
abricate-argannot@@@argannot~~~(Bla)blaCMY-42~~~HM146927:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-43~~~FJ360626:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-44~~~FJ437066:1-1134~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-45~~~FN546177:1-1146~~~	962	1228	1535	3036
abricate-argannot@@@argannot~~~(Bla)blaCMY-46~~~FN556186:1-1146~~~	962	1228	2088	2180
abricate-argannot@@@argannot~~~(Bla)blaCMY-47~~~HM046998:1040-2185~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-48~~~HM569226:1040-2185~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-49~~~GQ402541:1-1146~~~	962	1228	1546	3037
abricate-argannot@@@argannot~~~(Bla)blaCMY-4~~~AF420597:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-50~~~FN645444:1-1146~~~	962	1228	1638	3065
abricate-argannot@@@argannot~~~(Bla)blaCMY-51~~~JQ733571:1028-2173~~~	962	1574	1638	3038
abricate-argannot@@@argannot~~~(Bla)blaCMY-53~~~HQ336940:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-54~~~HM544039:1-1152~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-55~~~HM544040:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-56~~~HQ322613:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-57~~~HQ285243:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-58~~~HQ185697:1268-2413~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-5~~~Y17716:2374-3519~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-60~~~JF460794:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-61~~~JF460795:1-1143~~~	962	1228	1535	3190
abricate-argannot@@@argannot~~~(Bla)blaCMY-62~~~JF460796:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-63~~~HQ650104:64-1209~~~	962	1228	2088	2180
abricate-argannot@@@argannot~~~(Bla)blaCMY-64~~~HQ832678:1-1146~~~	962	1228	2088	2180
abricate-argannot@@@argannot~~~(Bla)blaCMY-65~~~JN714479:1041-2186~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-66~~~JN714478:1035-2180~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-67~~~JQ711185:1028-2173~~~	962	1574	1638	3038
abricate-argannot@@@argannot~~~(Bla)blaCMY-68~~~JN714480:1040-2185~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-69~~~JX049132:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-6~~~AJ011293:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-70~~~JX440350:1027-2172~~~	962	1574	2053	2987
abricate-argannot@@@argannot~~~(Bla)blaCMY-71~~~JQ711184:1027-2172~~~	962	1228	2088	2180
abricate-argannot@@@argannot~~~(Bla)blaCMY-72~~~JX440352:1028-2173~~~	962	1574	1638	3040
abricate-argannot@@@argannot~~~(Bla)blaCMY-73~~~GQ351345:1-1146~~~	962	1228	1546	3039
abricate-argannot@@@argannot~~~(Bla)blaCMY-74~~~JX440349:1027-2172~~~	962	1574	2053	2987
abricate-argannot@@@argannot~~~(Bla)blaCMY-75~~~JQ733572:1028-2173~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-76~~~JQ733573:1028-2173~~~	962	1574	1638	3038
abricate-argannot@@@argannot~~~(Bla)blaCMY-77~~~JX440353:1027-2172~~~	962	1228	2088	3066
abricate-argannot@@@argannot~~~(Bla)blaCMY-78~~~JQ733575:1028-2173~~~	962	1574	1638	3040
abricate-argannot@@@argannot~~~(Bla)blaCMY-79~~~JQ733576:1028-2173~~~	962	1574	1638	3041
abricate-argannot@@@argannot~~~(Bla)blaCMY-7~~~AJ011291:1-1146~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-80~~~JQ733577:1027-2172~~~	962	1228	2088	3042
abricate-argannot@@@argannot~~~(Bla)blaCMY-81~~~JQ733578:1008-2153~~~	962	1574	1638	2179
abricate-argannot@@@argannot~~~(Bla)blaCMY-83~~~JX440351:1027-2172~~~	962	1574	2053	2987
abricate-argannot@@@argannot~~~(Bla)blaCMY-84~~~JQ733579:1028-2173~~~	962	1574	1638	3043
abricate-argannot@@@argannot~~~(Bla)blaCMY-87~~~AB699171:1-1143~~~	962	1228	1638	3038
abricate-argannot@@@argannot~~~(Bla)blaCMY-8~~~AF167990:613-1761~~~	853	1095	1369	1836
abricate-argannot@@@argannot~~~(Bla)blaCMY-94~~~JX514368:272-1417~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-95~~~JX514369:297-1483~~~	962	1228	1535	2038
abricate-argannot@@@argannot~~~(Bla)blaCMY-9~~~AB061794:6018-7166~~~	853	1095	1369	1836
abricate-argannot@@@argannot~~~(Bla)blaCRD3-1~~~NG_062235:1-912~~~	1659	2153	2812	4142
abricate-argannot@@@argannot~~~(Bla)blaCSA-1~~~NG_062223:101-1228~~~	1264	1674	2216	3337
abricate-argannot@@@argannot~~~(Bla)blaCSA-2~~~NG_062211:101-1228~~~	1264	1674	2216	3338
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-100~~~FR682582:1-876~~~	1563	2032	2663	3954
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-101~~~HQ398214:250-1125~~~	1537	2000	2619	3894
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-102~~~HQ398215:245-1120~~~	1737	2252	2923	4567
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-104~~~HQ833652:245-1120~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-105~~~HQ833651:245-1120~~~	1737	2252	2923	4567
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-106~~~HQ913565:1-870~~~	1737	2252	2923	4670
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-107~~~JF274244:1-864~~~	1537	2000	2619	3894
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-108~~~JF274245:1-864~~~	1537	2000	2619	3894
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-109~~~JF274248:1-865~~~	1537	2000	2619	4840
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-10~~~AF255298:1-873~~~	1537	2000	2619	4558
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-110~~~JF274242:1-877~~~	1737	2252	2923	4511
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-111~~~JF274243:1-876~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-112~~~JF274246:1-876~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-113~~~JF274247:1-876~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-114~~~GQ351346:1-876~~~	1537	2000	2619	3967
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-116~~~JF966749:158-1033~~~	1537	2000	2619	3908
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-117~~~JN227085:1-876~~~	1537	2000	2619	3894
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-11~~~AY005110:254-1402~~~	1537	2000	2619	5266
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-121~~~JN790862:245-1120~~~	1737	2252	2923	4555
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-122~~~JN790863:233-1108~~~	1737	2252	2923	4427
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-123~~~JN790864:239-1114~~~	1537	2009	2630	3909
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-124~~~JQ429324:1-876~~~	1843	2380	3073	4528
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-125~~~JQ724542:175-1050~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-126~~~AB703103:1-876~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-129~~~JX017364:239-1114~~~	1737	2252	2923	4555
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-12~~~AY293073:1-876~~~	1537	2000	2619	4553
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-130~~~JX017365:245-1120~~~	1737	2252	2923	4427
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-131~~~JN969893:1-873~~~	1843	2380	3073	4528
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-132~~~JX313020:1-876~~~	1537	2009	3086	4568
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-134~~~JX896165:1-876~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-136~~~KC351754:158-1033~~~	1537	2000	2619	3908
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-139~~~KC107824:1-876~~~	1537	2000	2619	3894
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-14~~~AF252622:1741-2616~~~	1737	2252	2923	4309
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-15~~~JQ686199:261-1136~~~	1537	2000	2619	3894
abricate-argannot@@@argannot~~~(Bla)blaCTX-M-16~~~AY029068:1-876~~~	1737	2252	2923	4555
